Date,HSBC,JNJ,MA,META,NVDA,NVO,WMT,WOLF
2020-01-02 00:00:00+00:00,30.197839736938477,128.08372497558594,295.0239562988281,209.1502685546875,5.973121166229248,27.315765380859375,36.864070892333984,46.49892807006836
2020-01-03 00:00:00+00:00,29.729955673217773,126.600830078125,292.14544677734375,208.04360961914062,5.877516746520996,26.730693817138672,36.538639068603516,45.58894729614258
2020-01-06 00:00:00+00:00,29.63023567199707,126.44287872314453,292.92340087890625,211.96182250976562,5.902164936065674,26.683883666992188,36.46425247192383,46.188934326171875
2020-01-07 00:00:00+00:00,29.407806396484375,127.21503448486328,291.9315185546875,212.42042541503906,5.973620891571045,26.655803680419922,36.12642288208008,46.83892059326172
2020-01-08 00:00:00+00:00,29.338773727416992,127.19747924804688,297.0825500488281,214.57394409179688,5.984825134277344,26.60900115966797,36.002445220947266,47.288909912109375
2020-01-09 00:00:00+00:00,29.530521392822266,127.57477569580078,300.9774169921875,217.6446990966797,6.050552845001221,26.885150909423828,36.37437057495117,47.91889190673828
2020-01-10 00:00:00+00:00,29.25439453125,127.28521728515625,302.9930419921875,217.40541076660156,6.082919120788574,27.46554183959961,36.07062911987305,49.28886413574219
2020-01-13 00:00:00+00:00,29.545862197875977,127.8467788696289,306.92694091796875,221.24386596679688,6.273634433746338,27.601280212402344,35.91566467285156,50.158843994140625
2020-01-14 00:00:00+00:00,29.438480377197266,128.56631469726562,302.4769592285156,218.4024200439453,6.156615734100342,27.88679313659668,36.008644104003906,50.898826599121094
2020-01-15 00:00:00+00:00,29.415468215942383,128.9962921142578,305.99212646484375,220.4861297607422,6.114041328430176,29.20203399658203,35.72970199584961,51.27881622314453
2020-01-16 00:00:00+00:00,29.622570037841797,130.0404815673828,311.88311767578125,221.1042938232422,6.197696208953857,28.696531295776367,35.92185592651367,52.20879364013672
2020-01-17 00:00:00+00:00,29.73762321472168,130.89161682128906,315.1548767089844,221.47317504882812,6.206409931182861,28.696531295776367,35.630516052246094,52.35879135131836
2020-01-21 00:00:00+00:00,29.093318939208984,130.97938537597656,313.4703063964844,220.7752685546875,6.173047065734863,28.61696434020996,35.82577896118164,52.29879379272461
2020-01-22 00:00:00+00:00,29.200700759887695,130.0843505859375,315.7877502441406,220.6556396484375,6.22707462310791,28.701210021972656,35.983848571777344,52.03879928588867
2020-01-23 00:00:00+00:00,28.93224334716797,130.3300323486328,316.4401550292969,219.1002960205078,6.295541763305664,28.82758331298828,35.89397048950195,53.91875457763672
2020-01-24 00:00:00+00:00,28.778837203979492,130.14578247070312,315.16455078125,217.28579711914062,6.2362871170043945,28.588876724243164,35.44765090942383,51.858802795410156
2020-01-27 00:00:00+00:00,28.00413703918457,130.52310180664062,307.47216796875,214.22499084472656,5.980341911315918,28.064651489257812,35.909461975097656,50.73883056640625
2020-01-28 00:00:00+00:00,28.172883987426758,131.18121337890625,311.85394287109375,217.13621520996094,6.173795223236084,28.237834930419922,36.13880920410156,52.33879470825195
2020-01-29 00:00:00+00:00,28.149879455566406,132.09373474121094,311.902587890625,222.5598907470703,6.113295555114746,28.396974563598633,35.91877365112305,50.68882751464844
2020-01-30 00:00:00+00:00,28.410667419433594,131.93576049804688,315.93377685546875,208.90101623535156,6.120016574859619,28.49058723449707,36.13261413574219,46.85892105102539
2020-01-31 00:00:00+00:00,27.835397720336914,130.62840270996094,307.6376953125,201.30389404296875,5.88647985458374,28.47186279296875,35.48484420776367,46.488929748535156
2020-02-03 00:00:00+00:00,27.658979415893555,131.76907348632812,315.9921569824219,203.5770721435547,5.983578681945801,28.532711029052734,35.416664123535156,47.31890869140625
2020-02-04 00:00:00+00:00,28.02715492248535,133.02383422851562,320.4713134765625,209.20013427734375,6.152881622314453,28.82758331298828,35.726600646972656,51.07882308959961
2020-02-05 00:00:00+00:00,28.364646911621094,135.12103271484375,319.6923828125,209.4792938232422,6.24325704574585,30.14750862121582,36.20390701293945,50.758827209472656
2020-02-06 00:00:00+00:00,28.45668601989746,134.7173614501953,320.6466064453125,210.21707153320312,6.330150604248047,30.269197463989258,36.0489387512207,50.4188346862793
2020-02-07 00:00:00+00:00,28.610092163085938,133.27833557128906,318.4070129394531,211.69261169433594,6.263923168182373,29.60456085205078,36.092323303222656,47.05891418457031
2020-02-10 00:00:00+00:00,28.717472076416016,133.2519989013672,321.60089111328125,212.42042541503906,6.547255039215088,29.7871036529541,35.72040557861328,47.92889404296875
2020-02-11 00:00:00+00:00,29.338773727416992,133.36607360839844,322.2240295410156,206.5680389404297,6.669749736785889,29.52967071533203,35.76689529418945,48.578880310058594
2020-02-12 00:00:00+00:00,29.607229232788086,132.57635498046875,325.37890625,210.1273193359375,6.785522937774658,29.646684646606445,35.90635681152344,49.34886169433594
2020-02-13 00:00:00+00:00,29.30808448791504,131.6988525390625,327.0148010253906,212.50018310546875,6.741703033447266,29.36585235595703,36.3991584777832,49.42885971069336
2020-02-14 00:00:00+00:00,29.100988388061523,131.73399353027344,331.9905090332031,213.53704833984375,7.215001106262207,29.698171615600586,36.538639068603516,48.40888214111328
2020-02-18 00:00:00+00:00,27.474895477294922,130.8653106689453,332.2728576660156,217.1461944580078,7.3838067054748535,29.997724533081055,37.07793426513672,47.068912506103516
2020-02-19 00:00:00+00:00,27.789371490478516,130.6898193359375,335.505615234375,216.83714294433594,7.835195064544678,30.021129608154297,36.473541259765625,48.228885650634766
2020-02-20 00:00:00+00:00,27.743350982666016,130.18963623046875,335.39849853515625,213.9358673095703,7.685811519622803,29.726255416870117,36.47665023803711,49.27886199951172
2020-02-21 00:00:00+00:00,27.96579360961914,131.5585174560547,330.77337646484375,209.549072265625,7.321562767028809,29.885393142700195,36.752498626708984,47.3889045715332
2020-02-24 00:00:00+00:00,27.229448318481445,128.8474884033203,316.1383361816406,200.1174774169922,6.803946018218994,28.68248748779297,36.052032470703125,45.998939514160156
2020-02-25 00:00:00+00:00,26.707866668701172,127.73481750488281,294.9306640625,196.17933654785156,6.524349689483643,28.373573303222656,35.45384979248047,44.24897766113281
2020-02-26 00:00:00+00:00,27.359840393066406,126.87823486328125,290.2080383300781,196.6080322265625,6.663775444030762,28.59823989868164,35.26479721069336,44.838966369628906
2020-02-27 00:00:00+00:00,26.72760772705078,122.85148620605469,278.30926513671875,189.18040466308594,6.292831897735596,27.844669342041016,34.217201232910156,43.409000396728516
2020-02-28 00:00:00+00:00,26.530038833618164,118.75409698486328,282.62286376953125,191.89224243164062,6.728048801422119,27.208110809326172,33.37416076660156,44.72896957397461
2020-03-02 00:00:00+00:00,26.688093185424805,123.64627838134766,298.679443359375,195.85031127929688,6.886489391326904,28.60759735107422,35.91566467285156,46.678924560546875
2020-03-03 00:00:00+00:00,25.739742279052734,119.73429107666016,284.3267517089844,185.3319854736328,6.623916149139404,28.785459518432617,34.99515151977539,45.058963775634766
2020-03-04 00:00:00+00:00,26.261337280273438,126.70164489746094,294.4144592285156,191.18435668945312,7.0877814292907715,30.320682525634766,36.191505432128906,46.2689323425293
2020-03-05 00:00:00+00:00,25.866191864013672,125.40353393554688,283.0901794433594,184.6141357421875,6.808265686035156,29.464143753051758,35.92805862426758,46.42892837524414
2020-03-06 00:00:00+00:00,25.4947566986084,125.42121124267578,279.46795654296875,180.54638671875,6.627651691436768,29.276918411254883,36.334083557128906,43.88898849487305
2020-03-09 00:00:00+00:00,24.0643310546875,120.48490142822266,255.12486267089844,168.99118041992188,6.11445951461792,27.825946807861328,36.312381744384766,38.87910461425781
2020-03-10 00:00:00+00:00,25.02848243713379,125.07682800292969,273.19720458984375,177.6551055908203,6.504088401794434,28.570154190063477,37.12751770019531,39.629085540771484
2020-03-11 00:00:00+00:00,24.4278621673584,116.38748931884766,262.67120361328125,169.72897338867188,6.140120506286621,27.09577751159668,35.46625900268555,35.33918380737305
2020-03-12 00:00:00+00:00,22.56277847290039,110.74473571777344,235.15382385253906,154.0063018798828,5.388765811920166,25.003564834594727,32.249088287353516,29.14932632446289
2020-03-13 00:00:00+00:00,23.629671096801758,118.58631134033203,262.9146423339844,169.76882934570312,5.999863624572754,26.548152923583984,35.36397171020508,33.04923629760742
2020-03-16 00:00:00+00:00,22.23876190185547,112.26360321044922,229.45755004882812,145.5717010498047,4.892763614654541,24.615079879760742,33.089019775390625,29.749313354492188
2020-03-17 00:00:00+00:00,23.47161293029785,120.61737060546875,231.62896728515625,148.97146606445312,5.4126811027526855,25.832029342651367,36.963260650634766,35.879173278808594
2020-03-18 00:00:00+00:00,22.602294921875,119.17797088623047,221.9404296875,146.5188446044922,5.052699565887451,24.572956085205078,37.99225616455078,34.5592041015625
2020-03-19 00:00:00+00:00,22.98163604736328,112.19295501708984,221.18093872070312,152.67031860351562,5.305560111999512,24.198511123657227,37.185951232910156,37.77912902832031
2020-03-20 00:00:00+00:00,22.76825714111328,105.87023162841797,205.86427307128906,149.28054809570312,5.125692844390869,23.15006446838379,35.47997283935547,34.38920593261719
2020-03-23 00:00:00+00:00,22.23085594177246,98.14344024658203,197.9576873779297,147.65542602539062,5.298583984375,23.594717025756836,35.57648849487305,32.97924041748047
2020-03-24 00:00:00+00:00,23.38468360900879,105.24324798583984,230.8402557373047,160.49676513671875,6.207630634307861,23.655563354492188,35.80997085571289,37.61913299560547
2020-03-25 00:00:00+00:00,23.47161293029785,105.43753051757812,249.74021911621094,155.7410888671875,6.118943214416504,24.81634521484375,34.057289123535156,38.32911682128906
2020-03-26 00:00:00+00:00,23.81144142150879,111.76908111572266,256.26416015625,162.84967041015625,6.408424377441406,26.56687355041504,34.18803787231445,41.07905578613281
2020-03-27 00:00:00+00:00,22.815673828125,108.75784301757812,241.1422119140625,156.3193359375,6.2960710525512695,26.552831649780273,34.113338470458984,36.67915344238281
2020-03-30 00:00:00+00:00,22.807769775390625,117.45599365234375,246.59507751464844,165.45184326171875,6.616440773010254,28.167625427246094,35.85977554321289,36.86914825439453
2020-03-31 00:00:00+00:00,22.136022567749023,115.79584503173828,235.21226501464844,166.29930114746094,6.566865921020508,28.176986694335938,35.371009826660156,35.45918273925781
2020-04-01 00:00:00+00:00,19.867887496948242,113.74714660644531,222.60256958007812,159.12091064453125,6.055417537689209,27.96636199951172,35.53290939331055,31.449275970458984
2020-04-02 00:00:00+00:00,19.385814666748047,117.57962799072266,232.60272216796875,157.71514892578125,6.364329814910889,27.760421752929688,36.93690872192383,34.009212493896484
2020-04-03 00:00:00+00:00,19.22775650024414,118.48033905029297,230.80128479003906,153.71717834472656,6.0763444900512695,28.008487701416016,37.19529724121094,33.639225006103516
2020-04-06 00:00:00+00:00,20.097074508666992,123.41666412353516,258.9516296386719,165.0530548095703,6.6864447593688965,28.392297744750977,39.246826171875,38.17911911010742
2020-04-07 00:00:00+00:00,20.231422424316406,121.40330505371094,252.2719268798828,168.3231964111328,6.453017234802246,27.400012969970703,37.976680755615234,37.14914321899414
2020-04-08 00:00:00+00:00,20.55544090270996,126.50736236572266,264.2378845214844,173.7568359375,6.6503214836120605,27.914875030517578,37.929988861083984,39.159095764160156
2020-04-09 00:00:00+00:00,21.14815902709961,124.71473693847656,262.7263488769531,174.6641082763672,6.550673484802246,28.083375930786133,37.91753005981445,38.47911071777344
